CustomerID,Total_Quantity,Total_Revenue,Transactions,Unique_Products
17591.0,1000,2203.67,7,81
15123.0,1195,2199.31,2,93
13831.0,743,2198.45,6,58
14700.0,1314,2195.1,3,80
16628.0,1205,2188.05,5,79
17406.0,780,2184.42,3,99
15394.0,910,2183.54,4,54
12909.0,1280,2178.67,5,78
12856.0,1076,2170.78,6,155
12501.0,1783,2169.39,1,149
14341.0,1397,2166.98,8,109
12633.0,1162,2163.98,4,73
12935.0,1853,2160.7,7,80
16456.0,1147,2158.18,5,80
14407.0,1415,2157.73,6,67
16379.0,1410,2157.4,4,87
13224.0,1518,2155.95,2,101
16966.0,1981,2154.97,7,8
17272.0,1778,2148.63,4,70
14828.0,2172,2139.76,3,17
12560.0,1110,2134.01,3,91
13517.0,1369,2128.42,3,125
18061.0,955,2119.41,10,18
13632.0,1031,2118.93,5,121
14360.0,1139,2118.03,4,104
18008.0,1581,2116.19,9,24
14691.0,707,2114.33,5,50
13755.0,1242,2108.06,9,232
14640.0,880,2107.38,6,87
18173.0,1220,2106.84,4,23
18093.0,1392,2106.52,4,31
14461.0,766,2103.06,3,173
15058.0,1054,2102.54,11,199
15815.0,1856,2100.6,5,33
13126.0,2143,2099.64,8,124
12610.0,1049,2099.54,5,85
17861.0,1985,2097.88,8,172
17400.0,1088,2097.84,5,175
16875.0,1069,2095.53,5,93
17191.0,1166,2093.68,7,163
14306.0,1075,2093.32,2,33
13265.0,1740,2092.66,5,66
17490.0,1134,2092.32,7,63
13297.0,963,2089.85,4,52
13571.0,1757,2088.94,12,157
18044.0,1033,2088.6,10,88
14810.0,1015,2085.33,11,106
16954.0,1054,2085.08,9,40
17768.0,1122,2081.9,3,77
16407.0,1093,2079.68,10,99
14696.0,1630,2078.95,7,117
14515.0,1110,2076.89,6,68
14209.0,691,2073.43,6,55
18241.0,1051,2073.09,17,60
18231.0,819,2071.77,5,106
18219.0,885,2069.77,10,58
12948.0,1080,2064.95,7,82
12928.0,1472,2062.7000000000003,5,59
16281.0,934,2062.06,1,17
14409.0,1230,2059.4500000000003,6,40
12518.0,1318,2056.89,5,84
17667.0,1033,2055.51,5,85
14188.0,1162,2054.36,6,34
16150.0,1047,2053.02,5,91
17086.0,1859,2050.08,6,76
17612.0,1808,2048.45,6,116
14232.0,1941,2048.07,5,81
18283.0,1357,2045.53,16,263
13495.0,829,2044.8700000000001,5,34
17597.0,1176,2044.3700000000001,1,55
13450.0,1982,2043.7199999999998,6,32
14001.0,962,2043.0800000000002,3,34
12585.0,1279,2040.1,2,77
17846.0,1,2033.1,1,1
13630.0,1391,2031.78,7,51
16358.0,1302,2027.5,4,82
16409.0,1304,2022.98,5,145
14482.0,1627,2022.81,6,110
15341.0,812,2020.52,1,17
17625.0,1180,2020.4,4,223
13593.0,719,2011.88,5,77
18069.0,1296,2009.24,5,334
15372.0,2924,2007.3999999999999,1,27
16098.0,613,2005.63,7,34
14217.0,689,2004.98,17,78
14544.0,1536,2004.3,2,97
17082.0,1049,2003.85,2,75
16754.0,4280,2002.4,1,2
18188.0,1168,2001.04,3,63
13305.0,1232,2000.86,10,50
16698.0,840,1998.0,2,4
17679.0,729,1992.1100000000001,2,29
17088.0,868,1991.01,4,96
17827.0,1240,1987.33,5,190
13590.0,1848,1981.92,6,70
17337.0,1247,1981.06,4,421
14462.0,956,1980.57,11,150
13725.0,806,1980.56,8,95
17422.0,2253,1979.37,6,93
18204.0,1190,1975.35,3,159
17090.0,903,1974.65,7,45
15531.0,1085,1972.39,2,196
16341.0,1398,1971.87,4,60
12674.0,1133,1970.6,4,52
17790.0,835,1964.3,14,121
17997.0,2273,1962.46,8,133
13246.0,1587,1961.52,6,110
14506.0,704,1960.65,5,204
14498.0,1098,1957.32,5,162
12853.0,800,1957.1000000000001,6,66
15493.0,551,1953.41,5,177
17554.0,1763,1952.45,5,58
17218.0,955,1951.97,10,146
14533.0,4019,1949.72,7,53
15814.0,1271,1945.33,4,63
14418.0,1711,1937.25,3,114
15864.0,1192,1936.3200000000002,6,16
15157.0,2392,1936.07,3,125
15351.0,742,1934.66,7,157
12528.0,756,1933.48,6,50
14655.0,1089,1932.23,4,35
13094.0,1716,1927.3200000000002,12,4
14653.0,945,1926.65,7,154
15518.0,1263,1921.55,8,135
14978.0,523,1921.3700000000001,5,136
14285.0,541,1910.01,4,18
17228.0,1532,1906.09,8,140
16983.0,1335,1905.87,7,112
14210.0,760,1905.8400000000001,6,66
15819.0,1357,1905.45,4,96
16942.0,805,1904.99,9,159
14250.0,1200,1904.05,3,94
12762.0,1227,1898.52,2,62
14730.0,1078,1897.57,8,317
14934.0,1042,1890.94,2,68
12371.0,591,1887.96,2,63
15641.0,1562,1887.2,4,102
16170.0,1770,1885.05,6,106
13890.0,831,1883.8100000000002,10,74
16128.0,988,1880.22,5,76
17738.0,1029,1879.05,4,89
17368.0,1377,1878.87,8,93
15367.0,1057,1877.59,4,91
17463.0,1086,1875.86,5,162
16986.0,1040,1873.2,2,3
13982.0,1136,1871.81,4,72
15021.0,819,1871.77,9,287
17469.0,787,1870.97,5,61
16841.0,2250,1869.82,6,101
17870.0,1351,1865.89,12,214
16426.0,1215,1863.76,10,211
16201.0,1286,1863.47,4,74
14887.0,1100,1862.0,1,6
12423.0,1339,1859.31,8,97
14305.0,1089,1858.96,3,96
12963.0,881,1856.63,8,75
17293.0,1135,1854.06,9,93
14472.0,1135,1852.67,8,153
16979.0,865,1852.0,6,64
12383.0,1532,1850.56,5,84
17873.0,1035,1848.96,5,24
12381.0,808,1845.31,5,70
17519.0,1236,1844.02,6,60
14524.0,669,1843.83,9,161
18180.0,1721,1843.75,6,108
12950.0,1380,1843.0,3,13
16102.0,942,1842.14,3,41
16455.0,988,1841.18,7,69
14113.0,745,1840.42,4,26
14216.0,594,1839.3,4,47
13924.0,1575,1838.8500000000001,6,90
17015.0,1978,1838.6100000000001,3,182
14459.0,760,1837.92,1,37
18287.0,1586,1837.28,3,59
13650.0,922,1836.34,6,79
15827.0,882,1836.0900000000001,14,72
14665.0,740,1835.7,5,63
13421.0,1128,1833.71,2,88
16152.0,642,1829.04,1,29
15203.0,1753,1827.8,6,82
17702.0,1353,1824.37,4,58
16153.0,1073,1824.23,5,78
17705.0,963,1823.52,9,63
16169.0,1325,1822.97,4,71
17828.0,667,1820.09,4,54
13048.0,1228,1819.41,4,77
17787.0,896,1817.54,4,94
17629.0,1629,1814.12,8,106
15260.0,885,1810.77,7,62
16474.0,909,1810.65,7,237
13481.0,1142,1804.56,5,98
17663.0,797,1802.91,7,63
15812.0,922,1801.14,5,36
16249.0,950,1800.07,5,67
13562.0,757,1799.33,3,50
13196.0,1224,1797.78,4,97
17648.0,487,1797.5,4,81
12348.0,2341,1797.24,4,22
18235.0,1578,1796.48,3,100
13134.0,1059,1793.58,4,94
18179.0,1360,1793.17,6,86
18122.0,1225,1793.06,6,239
13510.0,1386,1791.56,4,86
12523.0,865,1789.77,11,84
14215.0,1358,1789.72,6,98
14621.0,993,1788.3600000000001,5,80
13875.0,1316,1786.79,5,79
14608.0,437,1785.15,4,8
14935.0,935,1784.71,1,10
15220.0,1393,1778.96,6,110
12645.0,1084,1775.18,4,58
17092.0,1130,1774.03,4,99
15594.0,983,1771.78,5,85
15473.0,672,1771.2,7,4
16681.0,1407,1770.34,6,18
16719.0,1175,1770.22,7,107
13456.0,765,1766.72,6,43
16751.0,1031,1764.72,1,24
12424.0,740,1760.96,2,30
12823.0,230,1759.5,5,1
12349.0,631,1757.55,1,73
15241.0,1818,1756.44,8,82
16359.0,1183,1750.92,9,39
13808.0,782,1747.66,5,70
15067.0,954,1744.76,3,82
15950.0,719,1744.71,4,86
16380.0,1428,1743.1499999999999,1,28
13157.0,1439,1741.22,4,69
14595.0,978,1740.6,6,94
17930.0,1594,1740.48,5,26
17353.0,1200,1740.0,2,5
17457.0,826,1737.7,5,14
15050.0,1216,1737.69,3,68
14673.0,1004,1736.4,5,39
17043.0,998,1735.18,4,100
14387.0,795,1727.6,3,125
13564.0,636,1724.67,3,68
17451.0,1203,1721.4,7,83
14834.0,734,1720.3,6,43
15267.0,944,1717.36,5,8
17162.0,1001,1715.46,10,81
13763.0,728,1714.96,1,15
17147.0,882,1714.59,4,68
14441.0,446,1712.89,4,43
17750.0,3747,1710.45,9,101
12405.0,857,1710.39,1,54
15947.0,898,1708.24,1,29
12407.0,1416,1708.1200000000001,5,57
16902.0,629,1706.88,1,43
15240.0,1369,1706.57,5,58
16398.0,758,1705.8,2,75
16791.0,757,1705.78,7,218
12843.0,781,1702.26,8,69
17193.0,1254,1699.3000000000002,7,17
13824.0,768,1698.94,5,34
17813.0,752,1698.07,5,297
12764.0,386,1693.88,1,45
16007.0,1388,1693.81,4,221
14245.0,976,1693.45,2,107
16671.0,875,1692.27,3,3
16775.0,439,1691.51,11,84
15380.0,376,1690.2600000000002,5,22
17152.0,517,1689.5,3,9
12635.0,1172,1689.18,2,96
13162.0,1713,1688.29,4,74
13577.0,791,1687.6000000000001,4,61
17282.0,1866,1685.46,3,79
15549.0,694,1681.46,3,104
16638.0,1255,1680.72,10,92
13149.0,1280,1676.06,4,76
17656.0,1399,1674.69,5,67
13184.0,1662,1668.95,10,138
17754.0,1816,1664.65,5,82
12912.0,670,1662.3,5,17
12530.0,913,1662.28,4,51
15214.0,1254,1661.44,8,109
15332.0,652,1661.06,4,29
12967.0,438,1660.9,2,19
16115.0,994,1660.8799999999999,8,169
14045.0,535,1659.75,4,4
15953.0,891,1657.28,8,63
15826.0,963,1654.31,3,64
16813.0,1501,1652.18,10,248
16711.0,833,1651.03,5,18
14837.0,1436,1649.5,4,96
13647.0,887,1648.1200000000001,4,65
17284.0,1362,1647.48,6,229
13750.0,516,1647.26,5,20
13012.0,820,1646.8400000000001,8,67
12657.0,1044,1643.18,4,35
15002.0,862,1641.76,4,93
14573.0,534,1639.82,9,127
13627.0,1269,1638.47,5,84
15024.0,902,1636.43,10,105
12398.0,1394,1635.6599999999999,1,85
15122.0,800,1633.78,3,65
14164.0,1033,1631.77,2,28
12377.0,944,1628.12,2,72
14759.0,569,1625.97,3,92
13425.0,1123,1624.21,3,66
16515.0,826,1624.14,5,89
15172.0,1611,1624.05,5,106
14937.0,484,1621.88,3,33
17101.0,815,1621.73,4,28
18161.0,812,1618.69,5,49
16987.0,401,1616.8,7,74
14336.0,1759,1614.91,4,77
16992.0,860,1614.31,5,84
15791.0,731,1612.69,2,66
14312.0,1012,1611.59,6,74
14918.0,675,1610.15,2,39
12868.0,928,1607.0600000000002,6,72
16817.0,822,1604.75,9,73
12947.0,1165,1603.99,6,83
15660.0,1050,1600.86,9,55
14178.0,1494,1600.26,7,191
16496.0,1111,1599.52,3,92
16466.0,785,1595.96,7,103
13850.0,944,1595.48,1,93
17673.0,1462,1594.97,6,118
16801.0,493,1594.23,4,72
16676.0,636,1592.1200000000001,4,75
14970.0,250,1592.06,4,24
15611.0,504,1591.45,13,23
18178.0,983,1590.81,4,80
14442.0,482,1589.82,2,58
13614.0,564,1585.46,4,171
16332.0,797,1582.8,7,125
12393.0,816,1582.6000000000001,4,47
14719.0,1025,1581.84,5,177
14587.0,749,1580.29,9,170
12607.0,1228,1579.51,1,101
13814.0,864,1579.12,2,37
16889.0,925,1578.67,3,112
13186.0,820,1575.89,3,69
17671.0,772,1572.71,4,40
16283.0,1236,1570.81,5,117
12865.0,925,1568.23,2,86
15906.0,544,1567.69,7,113
15111.0,710,1567.48,3,70
15532.0,515,1564.73,4,205
17204.0,646,1564.56,4,44
13659.0,882,1563.0,2,92
17085.0,785,1562.4,5,115
18239.0,795,1561.6100000000001,5,80
14038.0,965,1560.38,3,64
16394.0,2604,1555.34,5,61
13313.0,851,1555.32,5,47
15620.0,915,1553.18,3,92
15117.0,1948,1551.78,5,63
13634.0,700,1547.3600000000001,5,156
14229.0,610,1547.2,3,29
16790.0,898,1545.6200000000001,6,88
16369.0,1030,1545.41,3,91
13397.0,430,1544.13,5,28
12818.0,929,1542.08,1,14
17837.0,510,1541.23,8,110
16365.0,504,1540.42,9,45
17159.0,1111,1538.88,3,96
13849.0,1016,1537.95,2,97
12877.0,1178,1535.77,12,100
15392.0,1277,1535.53,4,74
15625.0,1188,1534.26,4,44
13320.0,1086,1532.2,4,77
13107.0,1293,1531.6200000000001,4,54
12759.0,902,1531.44,3,81
14321.0,2406,1530.75,5,111
14567.0,412,1530.3600000000001,2,33
15701.0,912,1529.0,4,193
16244.0,855,1522.75,2,88
16066.0,935,1521.04,5,77
13213.0,1360,1520.58,5,82
13764.0,926,1519.42,3,183
14267.0,530,1516.24,3,25
13791.0,1200,1516.0,2,7
16748.0,880,1515.9,5,42
16053.0,1793,1511.95,2,81
16434.0,760,1511.8,7,88
16910.0,884,1508.96,8,318
15265.0,612,1506.1200000000001,2,76
12937.0,1007,1504.27,4,81
15916.0,752,1502.8600000000001,8,124
16279.0,1046,1502.78,3,102
13810.0,312,1499.01,3,32
15530.0,938,1497.31,4,90
14414.0,2512,1496.98,7,79
14704.0,1043,1493.96,9,288
17002.0,679,1493.73,3,41
16880.0,746,1491.43,7,121
15057.0,668,1489.5,2,25
13110.0,388,1488.67,7,109
13692.0,1226,1488.32,3,48
17553.0,1048,1487.6,1,2
14758.0,419,1484.06,4,54
16395.0,1472,1482.06,5,150
18016.0,1027,1477.66,5,90
14878.0,799,1476.09,9,62
14403.0,519,1475.81,4,17
16755.0,1058,1475.43,3,133
12826.0,1058,1474.72,7,58
14246.0,804,1474.06,3,57
14963.0,1159,1472.34,5,149
15128.0,1343,1471.0,4,74
17590.0,822,1468.02,3,162
16016.0,602,1465.51,8,156
14875.0,558,1465.3200000000002,2,46
15983.0,886,1465.12,4,82
12882.0,246,1463.04,2,12
14233.0,680,1462.72,4,30
17063.0,770,1461.14,7,66
16996.0,544,1456.96,6,13
13309.0,1544,1456.79,5,82
13477.0,1021,1454.58,6,57
14541.0,641,1453.35,8,71
16059.0,641,1453.16,6,126
14404.0,827,1449.32,6,70
14740.0,735,1448.21,3,85
17073.0,759,1446.09,4,142
13717.0,1959,1445.01,6,92
13461.0,1170,1445.0,3,14
17175.0,866,1443.69,4,42
14071.0,994,1437.57,8,271
15987.0,1533,1432.77,7,110
14566.0,800,1432.0,1,4
16503.0,569,1431.93,4,71
13475.0,1012,1431.78,4,64
15427.0,967,1430.54,3,233
16103.0,558,1429.64,6,30
13159.0,1058,1429.35,4,114
14035.0,739,1428.02,5,41
15858.0,1163,1427.57,5,145
15681.0,816,1426.16,5,32
17571.0,876,1425.67,4,247
15106.0,1181,1422.52,5,90
16463.0,1163,1422.4,4,74
16571.0,1239,1421.69,3,73
14019.0,1037,1421.61,3,37
14901.0,661,1421.29,9,73
14443.0,938,1420.2,4,84
16173.0,575,1418.32,6,70
17856.0,842,1418.03,4,12
17288.0,1201,1417.63,7,118
14748.0,1223,1415.75,5,87
16348.0,805,1415.65,7,157
16012.0,799,1415.29,3,87
16245.0,1014,1413.66,3,80
15237.0,1071,1412.32,4,94
15444.0,759,1411.21,2,191
15596.0,561,1406.59,5,51
17083.0,772,1405.78,3,24
16271.0,1024,1404.64,5,89
15426.0,656,1404.07,5,217
18116.0,837,1403.1100000000001,8,230
14649.0,1004,1402.59,4,148
15563.0,1501,1400.44,4,88
14741.0,841,1400.34,6,35
15478.0,575,1399.92,2,34
18202.0,581,1396.99,3,55
13995.0,879,1393.69,5,55
17354.0,1006,1393.06,1,15
15810.0,861,1391.98,4,66
13414.0,1574,1390.5,3,23
13516.0,985,1389.41,3,43
16539.0,477,1388.81,4,36
15134.0,887,1387.99,8,44
12952.0,653,1387.79,4,64
12775.0,877,1386.04,5,47
13308.0,843,1385.51,3,49
18167.0,382,1384.8600000000001,3,24
17311.0,1005,1384.85,2,55
13572.0,534,1384.25,1,32
15898.0,567,1383.83,5,70
15051.0,1010,1383.3600000000001,3,130
14116.0,707,1382.74,5,61
16389.0,1242,1382.07,4,33
17621.0,514,1379.9,3,24
12886.0,770,1378.4,2,75
15569.0,666,1375.71,5,27
14434.0,368,1372.8,6,3
15453.0,837,1371.77,7,169
17676.0,922,1371.18,6,49
15095.0,1079,1370.6,4,30
14507.0,594,1367.88,6,79
13813.0,552,1366.8600000000001,4,54
14897.0,468,1366.38,4,43
13396.0,600,1360.99,2,42
16726.0,945,1358.74,5,121
17054.0,804,1356.33,5,64
14859.0,671,1353.74,4,47
15116.0,648,1352.75,4,37
16079.0,864,1352.0,3,18
16493.0,1164,1351.63,4,40
12770.0,743,1351.45,1,12
15411.0,529,1348.93,4,86
16669.0,881,1348.88,3,141
12646.0,897,1346.97,2,43
14154.0,465,1345.62,2,52
15398.0,769,1345.53,2,60
12463.0,776,1344.78,4,65
16317.0,890,1341.65,3,64
13743.0,1776,1341.6,7,8
18177.0,709,1340.8700000000001,6,53
16045.0,897,1340.7,4,71
13501.0,560,1340.32,1,52
15734.0,346,1339.45,2,25
12620.0,1181,1339.41,3,89
15059.0,604,1337.72,9,161
17372.0,747,1337.18,8,215
12919.0,673,1335.19,6,34
14064.0,1772,1334.34,5,59
15680.0,952,1333.68,3,61
17932.0,789,1331.57,3,84
12676.0,670,1331.39,6,33
16295.0,841,1328.55,4,70
13232.0,773,1328.35,7,147
15146.0,1473,1327.16,2,90
17633.0,644,1324.84,4,59
17095.0,618,1324.16,3,69
16110.0,720,1320.95,3,283
14591.0,1228,1320.21,4,138
14794.0,673,1319.91,7,68
16083.0,908,1317.62,2,31
12526.0,632,1316.66,3,64
12854.0,626,1316.25,3,95
14921.0,953,1316.07,2,78
12576.0,967,1315.83,5,72
14511.0,784,1314.81,5,53
14738.0,601,1314.45,7,39
14973.0,369,1314.45,3,29
16040.0,684,1313.55,3,57
12364.0,1506,1313.1,4,70
17004.0,771,1312.1399999999999,2,38
12516.0,875,1312.06,2,20
14477.0,720,1309.6,4,7
16120.0,878,1309.14,4,26
14047.0,381,1308.6100000000001,5,22
13328.0,680,1308.48,1,17
14297.0,865,1305.33,4,48
12507.0,894,1304.81,3,19
17919.0,756,1304.04,1,23
15813.0,603,1303.9099999999999,2,40
16370.0,640,1301.91,4,143
15108.0,499,1300.25,4,50
13168.0,670,1299.59,4,102
12488.0,529,1298.66,3,46
16464.0,952,1298.66,3,152
12372.0,794,1298.04,3,34
15602.0,1137,1297.8700000000001,9,30
17961.0,560,1296.44,39,211
16929.0,929,1295.39,7,51
16224.0,1116,1295.3,4,90
15621.0,501,1293.03,4,11
16744.0,798,1291.91,7,198
16101.0,757,1290.7,1,76
14856.0,711,1290.53,3,65
15171.0,290,1289.5,1,5
15136.0,776,1286.7,4,61
16949.0,791,1286.27,6,57
17802.0,752,1285.04,3,102
17350.0,770,1281.32,4,66
13538.0,175,1280.85,7,10
15494.0,1139,1280.58,2,120
16951.0,1318,1277.75,3,73
16692.0,152,1276.0,2,2
12394.0,819,1272.48,2,26
13878.0,463,1271.57,1,35
16899.0,520,1271.06,6,80
12630.0,548,1270.88,2,60
13492.0,408,1269.84,3,38
14898.0,1001,1269.31,6,86
13431.0,672,1269.1,2,44
14916.0,1136,1268.98,4,72
15199.0,396,1268.7,4,5
16660.0,571,1267.6499999999999,4,16
17037.0,656,1267.32,1,75
17158.0,778,1266.97,3,53
14105.0,800,1266.23,1,74
13989.0,1313,1266.08,2,33
16842.0,693,1264.19,3,45
15497.0,624,1262.2,2,13
16688.0,804,1260.86,4,52
17388.0,1068,1259.56,4,13
15009.0,639,1259.43,3,148
14669.0,770,1259.24,3,158
17019.0,820,1258.08,4,166
17412.0,738,1258.06,7,48
13151.0,363,1257.8700000000001,1,73
14931.0,417,1257.68,5,30
16639.0,510,1257.51,3,48
17481.0,1061,1255.59,4,69
13848.0,3700,1255.0,3,3
17262.0,367,1253.3600000000001,5,9
14383.0,817,1247.69,3,49
12689.0,628,1247.61,2,57
13029.0,134,1247.5,3,8
12494.0,707,1246.1000000000001,7,63
13860.0,591,1245.9,5,58
16531.0,915,1244.59,7,68
17584.0,458,1242.3,2,30
17588.0,676,1240.2,3,19
17731.0,493,1240.11,4,54
12985.0,1533,1239.38,2,73
13476.0,417,1238.47,2,56
14893.0,799,1237.8500000000001,2,72
13931.0,725,1237.53,2,56
15201.0,1210,1236.54,5,35
18080.0,642,1231.5,2,2
18171.0,481,1231.31,5,43
15910.0,1013,1228.88,8,215
14913.0,1743,1227.43,4,76
12997.0,664,1226.89,4,45
12412.0,829,1226.88,3,43
15841.0,942,1224.06,4,36
14428.0,428,1224.06,5,108
15376.0,615,1221.56,3,100
15004.0,623,1220.77,1,154
14745.0,1038,1220.26,5,46
15227.0,750,1219.4,5,43
13208.0,803,1217.65,6,124
14698.0,602,1217.27,5,148
13491.0,903,1215.82,10,73
17410.0,616,1214.72,5,57
13055.0,894,1214.41,3,74
17774.0,508,1213.73,4,123
18263.0,1468,1213.1599999999999,3,59
13918.0,1140,1212.8400000000001,2,30
16653.0,733,1212.66,2,67
12464.0,112,1212.05,8,6
17653.0,1409,1207.56,4,44
16762.0,480,1207.24,3,51
14684.0,821,1201.51,5,231
13158.0,784,1201.06,4,59
17320.0,634,1200.6200000000001,3,57
15605.0,441,1198.23,5,61
13118.0,410,1197.81,5,68
16794.0,923,1196.5,10,142
17720.0,576,1195.94,4,39
17526.0,310,1195.8999999999999,4,17
15145.0,756,1194.73,4,54
12611.0,846,1193.32,1,65
13882.0,953,1191.13,5,54
12462.0,536,1189.59,2,51
15737.0,597,1188.1200000000001,8,60
16612.0,506,1187.66,4,48
17800.0,732,1187.21,9,51
15630.0,800,1186.35,2,57
17058.0,592,1179.89,3,51
16950.0,644,1178.56,3,39
16042.0,743,1177.47,5,68
13752.0,874,1175.38,6,64
12885.0,655,1175.22,3,66
12640.0,311,1174.58,3,47
15306.0,810,1174.35,3,57
14857.0,464,1173.12,2,58
12358.0,248,1168.06,2,13
13500.0,609,1166.77,3,60
14487.0,712,1165.48,6,112
14737.0,345,1164.55,3,15
14261.0,406,1163.45,2,52
14447.0,571,1163.23,5,54
16800.0,524,1162.65,1,148
12546.0,633,1161.5,2,59
15088.0,460,1160.07,2,53
18168.0,592,1160.04,6,97
13499.0,1365,1159.11,5,31
16184.0,561,1158.79,6,26
17867.0,508,1157.8700000000001,6,62
17348.0,1398,1156.6,5,180
16637.0,927,1154.47,4,66
13611.0,754,1154.4,3,67
16062.0,800,1153.62,4,50
12710.0,851,1149.02,3,75
17505.0,556,1145.84,2,48
16766.0,536,1145.6,2,17
12769.0,356,1143.6,1,32
17770.0,365,1143.27,5,33
15985.0,1086,1142.42,2,29
16270.0,688,1141.24,1,54
13330.0,751,1140.93,3,37
13819.0,1109,1140.35,3,26
16172.0,787,1140.21,5,52
17135.0,1224,1139.73,7,34
17500.0,17,1138.0,3,3
17302.0,575,1135.63,5,68
17242.0,611,1135.04,2,30
15489.0,608,1134.28,3,47
16989.0,1233,1133.25,6,7
13282.0,307,1132.14,3,29
13310.0,587,1132.03,3,65
18125.0,800,1131.75,4,164
15500.0,572,1131.56,4,64
13447.0,584,1129.14,3,55
16714.0,589,1129.06,3,77
14824.0,525,1127.71,4,19
12609.0,648,1126.85,3,57
14708.0,621,1126.37,3,25
17470.0,1675,1125.07,5,67
14129.0,592,1123.8600000000001,5,31
13772.0,540,1122.63,3,141
13486.0,669,1122.41,3,69
17562.0,817,1122.38,7,48
14723.0,673,1122.3600000000001,6,193
16807.0,778,1121.59,3,57
16086.0,511,1121.39,5,24
15730.0,689,1120.88,3,68
14276.0,744,1119.74,3,52
12842.0,547,1118.99,2,34
17894.0,404,1118.96,8,127
17788.0,211,1117.9,2,3
13591.0,485,1117.13,3,56
17585.0,1650,1116.68,4,176
16350.0,545,1116.47,4,40
12679.0,554,1113.02,4,43
14817.0,655,1110.34,2,52
15069.0,520,1109.53,1,70
12399.0,1178,1108.65,4,47
15933.0,885,1107.46,3,63
16833.0,440,1106.53,4,46
12857.0,343,1106.4,2,37
14102.0,769,1105.8799999999999,5,35
17609.0,719,1105.78,5,199
13064.0,514,1105.59,4,51
14948.0,673,1101.97,6,56
15716.0,738,1101.1100000000001,4,101
17047.0,533,1100.9,3,59
14410.0,567,1100.27,9,153
14744.0,627,1099.98,7,21
15978.0,888,1098.78,1,49
13104.0,504,1098.48,6,14
17966.0,2571,1098.43,5,53
14971.0,639,1097.98,3,144
14161.0,450,1097.6200000000001,3,87
16225.0,493,1096.32,5,109
13211.0,834,1095.42,3,45
13652.0,578,1095.08,3,48
15745.0,421,1094.59,4,57
15608.0,714,1093.68,4,59
18189.0,566,1090.24,2,65
13853.0,312,1090.14,1,23
12534.0,651,1089.18,1,63
15763.0,271,1086.92,2,58
16533.0,611,1082.81,3,112
13610.0,488,1082.33,7,165
14561.0,1014,1080.76,3,67
13744.0,1153,1080.52,2,54
13726.0,1054,1079.6599999999999,2,39
15197.0,469,1079.6100000000001,3,30
12354.0,530,1079.4,1,58
14352.0,538,1078.96,4,44
16094.0,647,1078.23,4,48
16563.0,486,1077.74,1,19
13715.0,562,1077.39,5,89
16049.0,763,1074.81,3,248
13131.0,447,1073.3,3,30
15712.0,486,1072.3600000000001,5,41
15238.0,692,1071.99,3,49
13467.0,580,1071.91,2,89
13521.0,718,1071.73,3,313
17041.0,927,1071.49,3,59
13635.0,677,1071.03,1,62
17522.0,1034,1070.71,5,59
13761.0,642,1070.65,2,68
14212.0,1152,1070.48,1,9
16200.0,516,1068.8700000000001,2,149
16918.0,721,1068.82,6,97
15436.0,574,1067.75,3,243
15027.0,565,1066.1499999999999,4,30
17277.0,430,1065.3500000000001,2,67
14488.0,799,1064.28,1,46
12951.0,503,1064.07,6,53
15801.0,570,1063.95,3,61
12936.0,559,1063.9,4,56
12815.0,379,1063.46,2,38
14411.0,196,1063.0,1,14
16214.0,420,1062.75,3,36
15706.0,321,1060.56,4,50
17727.0,645,1060.25,1,66
18130.0,824,1059.39,3,58
17214.0,272,1059.1200000000001,6,79
13455.0,354,1058.34,2,42
15977.0,1016,1054.73,2,48
12716.0,708,1053.49,2,60
14419.0,483,1051.79,6,112
16416.0,672,1051.4,3,59
15329.0,486,1049.7,3,51
14078.0,310,1049.37,6,46
17287.0,556,1049.06,7,88
15839.0,675,1048.49,3,56
16728.0,671,1048.28,4,218
15777.0,378,1047.11,4,18
15407.0,552,1046.74,4,142
16520.0,558,1046.57,3,129
14293.0,709,1046.56,4,51
15464.0,348,1044.65,1,155
15192.0,918,1044.32,3,36
14389.0,729,1043.46,2,33
15073.0,491,1043.41,3,31
12497.0,1236,1043.1,1,14
13719.0,609,1041.68,5,56
18221.0,791,1041.61,5,59
15434.0,647,1041.48,5,40
16320.0,732,1038.46,2,56
14465.0,398,1038.44,3,107
16175.0,533,1037.59,4,45
17042.0,990,1036.58,5,74
12691.0,394,1035.8,6,21
16260.0,311,1035.45,1,18
13639.0,800,1033.34,1,39
14584.0,381,1033.06,4,68
17724.0,300,1033.0,3,38
12599.0,956,1032.58,7,32
15996.0,380,1032.58,6,103
17405.0,726,1031.41,3,77
12724.0,445,1031.41,4,47
13235.0,441,1031.07,1,53
12717.0,506,1030.98,2,49
13253.0,1572,1030.4,2,35
17033.0,750,1030.14,3,24
15333.0,344,1028.56,1,16
16980.0,739,1028.46,2,71
16682.0,1040,1028.0,5,15
14904.0,1985,1025.44,2,66
16160.0,1162,1025.44,2,20
15658.0,242,1024.1000000000001,5,40
17096.0,339,1022.13,4,46
14346.0,605,1021.58,2,55
13165.0,1376,1021.48,2,40
12572.0,452,1020.42,2,53
13376.0,493,1019.76,3,45
18142.0,1276,1019.52,2,9
13956.0,486,1019.27,5,123
12828.0,494,1018.71,6,46
12514.0,440,1017.68,1,51
13728.0,458,1016.14,6,38
12642.0,552,1013.26,3,39
12739.0,486,1013.04,2,38
17197.0,191,1013.01,1,29
