Date,StockCode,Quantity,Revenue,Transactions
2011-10-25,21988,12,10.2,1
2011-10-30,21988,12,10.2,1
2011-10-31,21988,3,4.89,1
2011-11-04,21988,26,22.099999999999998,2
2011-11-07,21988,1,1.63,1
2011-11-10,21988,204,133.07999999999998,2
2011-11-11,21988,15,12.75,2
2011-11-14,21988,25,21.25,2
2011-11-16,21988,5,4.25,1
2011-11-17,21988,26,22.099999999999998,2
2011-11-21,21988,12,10.2,1
2011-11-22,21988,7,5.949999999999999,2
2011-11-23,21988,4,6.52,1
2011-11-28,21988,12,10.2,1
2011-12-05,21988,13,11.829999999999998,2
2011-12-06,21988,2,1.7,1
2010-12-02,21989,12,10.2,1
2010-12-05,21989,2,1.7,1
2010-12-07,21989,3,7.529999999999999,1
2010-12-09,21989,2,1.7,1
2010-12-10,21989,2,5.02,1
2010-12-12,21989,4,3.4,1
2010-12-14,21989,16,20.24,2
2010-12-20,21989,96,61.44,1
2010-12-21,21989,5,10.0,1
2010-12-22,21989,12,10.2,1
2010-12-23,21989,1,1.66,1
2011-01-05,21989,14,11.899999999999999,2
2011-01-06,21989,25,22.06,2
2011-01-07,21989,12,10.2,1
2011-01-11,21989,3,4.89,1
2011-01-12,21989,1,0.85,1
2011-01-13,21989,12,10.2,1
2011-01-14,21989,1,1.63,1
2011-01-17,21989,3,2.55,1
2011-01-18,21989,4,5.739999999999999,2
2011-01-19,21989,40,34.0,3
2011-01-20,21989,13,11.829999999999998,2
2011-01-21,21989,1,1.63,1
2011-01-23,21989,3,2.55,2
2011-01-26,21989,12,10.2,1
2011-01-27,21989,2,1.7,1
2011-01-28,21989,5,8.149999999999999,1
2011-01-31,21989,2,3.26,1
2011-02-01,21989,9,7.65,2
2011-02-03,21989,1,1.63,1
2011-02-04,21989,5,7.369999999999999,2
2011-02-08,21989,16,14.379999999999999,4
2011-02-10,21989,4,3.4,1
2011-02-11,21989,3,4.89,1
2011-02-13,21989,2,1.7,1
2011-02-14,21989,2,3.26,1
2011-02-15,21989,6,5.1,1
2011-02-16,21989,24,20.4,2
2011-02-17,21989,16,21.4,3
2011-02-18,21989,12,10.2,1
2011-02-21,21989,192,138.24,1
2011-02-22,21989,12,10.2,1
2011-02-23,21989,3,4.89,1
2011-02-24,21989,24,20.4,2
2011-02-25,21989,17,18.349999999999998,2
2011-03-07,21989,6,9.78,1
2011-03-08,21989,19,16.15,3
2011-03-11,21989,7,11.41,1
2011-03-15,21989,29,28.549999999999997,3
2011-03-16,21989,96,69.12,1
2011-03-17,21989,12,10.2,1
2011-03-18,21989,1,1.63,1
2011-03-21,21989,27,22.95,2
2011-03-22,21989,8,9.14,3
2011-03-23,21989,12,10.2,1
2011-03-25,21989,14,11.899999999999999,2
2011-03-27,21989,2,1.7,1
2011-03-28,21989,1,0.85,1
2011-03-29,21989,9,14.669999999999998,1
2011-03-31,21989,4,4.18,2
2011-04-01,21989,3,2.55,1
2011-04-04,21989,16,13.6,2
2011-04-06,21989,1,1.63,1
2011-04-11,21989,16,16.72,2
2011-04-14,21989,8,6.8,1
2011-04-15,21989,11,17.93,1
2011-04-20,21989,4,6.52,1
2011-04-26,21989,4,3.4,1
2011-04-28,21989,12,10.2,1
2011-05-04,21989,14,11.899999999999999,2
2011-05-05,21989,6,5.1,1
2011-05-06,21989,1,1.63,1
2011-05-08,21989,3,2.55,2
2011-05-09,21989,3,4.89,1
2011-05-11,21989,7,5.95,1
2011-05-12,21989,12,10.2,1
2011-05-13,21989,8,6.8,2
2011-05-15,21989,13,11.049999999999999,2
2011-05-16,21989,3,2.55,1
2011-05-17,21989,2,2.48,2
2011-05-19,21989,9,8.43,3
2011-05-22,21989,6,5.1,1
2011-05-23,21989,12,10.2,1
2011-05-24,21989,3,4.89,2
2011-05-27,21989,2,3.26,1
2011-05-31,21989,1,1.63,1
2011-06-01,21989,108,79.32000000000001,4
2011-06-02,21989,2,3.26,2
2011-06-05,21989,6,5.1,1
2011-06-07,21989,1,0.85,1
2011-06-08,21989,62,60.5,12
2011-06-09,21989,15,13.53,3
2011-06-10,21989,1,1.63,1
2011-06-12,21989,4,3.4,1
2011-06-13,21989,5,8.149999999999999,3
2011-06-14,21989,16,13.6,2
2011-06-15,21989,100,74.86,4
2011-06-20,21989,11,17.15,4
2011-06-21,21989,13,14.95,5
2011-06-22,21989,12,10.2,1
2011-06-23,21989,18,15.299999999999999,2
2011-06-24,21989,3,2.55,1
2011-06-26,21989,1,0.85,1
2011-06-27,21989,4,5.74,3
2011-06-28,21989,1,1.63,1
2011-06-29,21989,1,1.63,1
2011-06-30,21989,3,2.55,1
2011-07-01,21989,13,11.829999999999998,2
2011-07-03,21989,5,4.25,1
2011-07-04,21989,19,21.61,5
2011-07-05,21989,1,1.63,1
2011-07-06,21989,2,1.7,1
2011-07-08,21989,28,34.72,9
2011-07-12,21989,4,6.52,3
2011-07-13,21989,2,3.26,1
2011-07-14,21989,1,0.85,1
2011-07-15,21989,2,1.7,1
2011-07-18,21989,23,37.489999999999995,6
2011-07-19,21989,24,20.4,2
2011-07-20,21989,1,0.85,1
2011-07-21,21989,2,3.26,1
2011-07-24,21989,15,12.75,3
2011-07-25,21989,29,26.99,5
2011-07-27,21989,2,1.7,1
2011-07-29,21989,24,20.4,2
2011-08-01,21989,5,4.25,1
2011-08-02,21989,24,20.4,1
2011-08-05,21989,12,10.2,1
2011-08-11,21989,14,22.82,1
2011-08-12,21989,12,10.2,1
2011-08-17,21989,4,5.739999999999999,2
2011-08-18,21989,4,3.4,1
2011-08-19,21989,24,20.4,2
2011-08-23,21989,24,20.4,1
2011-08-24,21989,12,10.2,1
2011-08-25,21989,12,10.2,1
2011-08-26,21989,12,10.2,1
2011-08-30,21989,2,3.26,1
2011-08-31,21989,24,20.4,1
2011-09-02,21989,12,10.2,1
2011-09-04,21989,24,20.4,1
2011-09-05,21989,8,6.8,1
2011-09-06,21989,2,1.7,1
2011-09-08,21989,29,24.65,3
2011-09-11,21989,1,0.85,1
2011-09-12,21989,10,8.5,1
2011-09-13,21989,4,3.4,1
2011-09-15,21989,3,3.33,2
2011-09-18,21989,1,0.85,1
2011-09-19,21989,12,10.2,1
2011-09-20,21989,4,4.96,2
2011-09-21,21989,6,6.66,2
2011-09-22,21989,24,20.4,1
2011-09-23,21989,1,1.63,1
2011-09-25,21989,5,4.25,1
2011-09-26,21989,4,3.4,1
2011-09-27,21989,5,7.369999999999999,2
2011-09-29,21989,12,10.2,1
2011-09-30,21989,2,3.26,1
2011-10-02,21989,23,19.549999999999997,3
2011-10-05,21989,7,5.949999999999999,2
2011-10-07,21989,13,11.049999999999999,2
2011-10-09,21989,2,1.7,1
2011-10-10,21989,10,11.62,3
2011-10-13,21989,5,8.149999999999999,1
2011-10-14,21989,2,1.7,1
2011-10-16,21989,4,3.4,2
2011-10-17,21989,7,10.629999999999999,3
2011-10-18,21989,17,16.79,4
2011-10-19,21989,9,13.89,3
2011-10-20,21989,24,20.4,2
2011-10-21,21989,2,1.7,1
2011-10-23,21989,1,0.85,1
2011-10-24,21989,5,5.81,3
2011-10-25,21989,12,10.2,1
2011-10-26,21989,3,4.89,1
2011-10-27,21989,4,5.739999999999999,2
2011-10-30,21989,15,12.75,2
2011-10-31,21989,4,6.52,1
2011-11-02,21989,8,6.8,1
2011-11-04,21989,25,21.25,2
2011-11-07,21989,5,8.149999999999999,1
2011-11-08,21989,1,1.63,1
2011-11-11,21989,26,22.099999999999998,2
2011-11-13,21989,1,0.85,1
2011-11-14,21989,24,20.4,1
2011-11-16,21989,7,10.629999999999999,2
2011-11-17,21989,24,20.4,1
2011-11-18,21989,12,10.2,1
2011-11-20,21989,1,1.63,1
2011-11-21,21989,12,10.2,1
2011-11-22,21989,2,1.7,1
2011-11-23,21989,6,9.78,1
2011-11-24,21989,2,1.7,1
2011-11-25,21989,4,6.52,1
2011-11-28,21989,24,20.4,2
2011-11-29,21989,8,12.26,2
2011-11-30,21989,1,1.63,1
2011-12-04,21989,3,2.55,1
2011-12-05,21989,16,16.72,2
2011-12-06,21989,2,1.7,1
2011-12-07,21989,2,1.7,1
2011-12-09,21989,3,4.89,2
2010-12-01,21990,4,10.04,2
2010-12-02,21990,1,2.95,1
2010-12-03,21990,9,25.230000000000004,2
2010-12-06,21990,13,33.95,4
2010-12-07,21990,5,12.549999999999999,1
2010-12-08,21990,6,15.5,2
2010-12-09,21990,2,5.02,1
2010-12-10,21990,4,10.04,2
2010-12-13,21990,6,15.059999999999999,2
2010-12-17,21990,6,15.059999999999999,3
2010-12-20,21990,1,2.51,1
2010-12-23,21990,8,20.08,1
2011-01-04,21990,4,10.04,1
2011-01-07,21990,4,10.04,2
2011-01-10,21990,8,20.08,2
2011-01-11,21990,4,10.04,1
2011-01-12,21990,2,5.02,1
2011-01-13,21990,5,12.3,2
2011-01-17,21990,7,17.22,4
2011-01-18,21990,4,9.84,2
2011-01-19,21990,10,24.6,1
2011-01-20,21990,8,20.66,2
2011-01-21,21990,4,10.82,2
2011-01-24,21990,10,24.6,1
2011-01-25,21990,2,4.92,1
2011-01-27,21990,3,8.850000000000001,1
2011-01-28,21990,1,2.46,1
2011-01-31,21990,1,2.46,1
2011-02-01,21990,2,4.92,1
2011-02-11,21990,1,2.46,1
2011-02-14,21990,1,2.46,1
2011-02-15,21990,1,2.46,1
2011-02-16,21990,1,2.46,1
2011-02-22,21990,3,8.36,2
2011-02-27,21990,2,5.9,1
2011-02-28,21990,2,4.92,1
2011-03-03,21990,3,7.38,1
2011-03-07,21990,1,2.46,1
2011-03-08,21990,4,9.84,2
2011-03-17,21990,3,7.38,2
2011-03-22,21990,1,2.46,1
2011-03-25,21990,3,7.87,3
2011-03-28,21990,1,2.46,1
2011-03-30,21990,1,2.46,1
2011-03-31,21990,3,7.38,2
2011-04-06,21990,1,2.46,1
2011-04-07,21990,6,17.700000000000003,1
2011-04-11,21990,6,17.700000000000003,1
2011-04-18,21990,5,12.3,2
2011-04-19,21990,3,7.38,1
2011-04-21,21990,1,2.46,1
2011-04-27,21990,1,2.46,1
2011-05-03,21990,1,2.46,1
2011-05-05,21990,2,4.92,2
2011-05-06,21990,1,2.46,1
2011-05-09,21990,1,2.46,1
2011-05-11,21990,4,11.8,1
2011-05-13,21990,4,11.8,2
2011-05-16,21990,2,4.92,1
2011-05-17,21990,3,7.38,1
2011-05-19,21990,2,4.92,1
2011-05-24,21990,8,22.620000000000005,3
2011-05-29,21990,3,8.850000000000001,1
2011-05-31,21990,1,2.46,1
2011-06-01,21990,3,7.38,2
2011-06-06,21990,18,32.7,2
2011-06-07,21990,13,17.46,2
2011-06-09,21990,12,15.0,1
2011-06-12,21990,12,15.0,1
2011-06-14,21990,1,2.46,1
2011-06-15,21990,79,99.96,4
2011-06-16,21990,48,60.0,3
2011-06-17,21990,24,30.0,2
2011-06-20,21990,2,4.92,2
2011-06-22,21990,13,16.25,2
2011-06-23,21990,1,2.46,1
2011-06-26,21990,2,2.5,1
2011-06-29,21990,14,19.92,2
2011-06-30,21990,42,58.55,4
2011-07-01,21990,2,2.5,1
2011-07-04,21990,5,12.3,2
2011-07-05,21990,8,19.68,3
2011-07-06,21990,14,19.92,3
2011-07-07,21990,14,17.5,2
2011-07-08,21990,1,2.46,1
2011-07-10,21990,3,3.75,2
2011-07-11,21990,2,4.92,1
2011-07-12,21990,2,4.92,1
2011-07-13,21990,6,12.34,3
2011-07-14,21990,1,1.25,1
2011-07-15,21990,3,7.38,1
2011-07-18,21990,19,29.8,4
2011-07-19,21990,12,15.0,1
2011-07-20,21990,3,6.17,2
2011-07-21,21990,24,30.0,1
2011-07-22,21990,3,7.38,1
2011-07-24,21990,12,15.0,1
2011-07-25,21990,17,27.3,4
2011-07-26,21990,12,15.0,1
2011-07-27,21990,26,34.92,3
2011-07-28,21990,27,37.38,2
2011-07-29,21990,13,17.46,2
2011-07-31,21990,14,17.5,2
2011-08-01,21990,2,4.92,1
2011-08-03,21990,2,4.92,1
2011-08-04,21990,1,2.46,1
2011-08-05,21990,9,12.46,4
2011-08-08,21990,13,17.46,2
2011-08-09,21990,2,4.92,1
2011-08-10,21990,1,2.46,1
2011-08-21,21990,12,15.0,1
2011-08-23,21990,12,15.0,1
2011-08-28,21990,3,3.75,2
2011-08-30,21990,10,24.6,8
2011-08-31,21990,1,2.46,1
2011-09-01,21990,4,5.0,1
2011-09-02,21990,2,4.92,2
2011-09-04,21990,13,16.25,2
2011-09-05,21990,3,4.96,2
2011-09-07,21990,4,9.84,2
2011-09-08,21990,4,5.0,1
2011-09-11,21990,1,1.25,1
2011-09-13,21990,3,3.75,2
2011-09-14,21990,2,4.92,1
2011-09-15,21990,14,19.92,2
2011-09-16,21990,12,15.0,1
2011-09-19,21990,1,1.25,1
2011-09-20,21990,1,1.25,1
2011-09-21,21990,16,39.36,4
2011-09-22,21990,12,15.0,1
2011-09-23,21990,23,42.06,3
2011-09-25,21990,9,11.25,2
2011-09-26,21990,4,9.84,1
2011-09-28,21990,29,39.88,4
2011-09-29,21990,1,2.46,1
2011-10-02,21990,2,2.5,1
2011-10-03,21990,9,19.72,4
2011-10-04,21990,4,7.42,3
2011-10-05,21990,2,3.71,2
2011-10-06,21990,5,9.879999999999999,2
2011-10-07,21990,14,19.92,2
2011-10-09,21990,4,5.0,2
2011-10-10,21990,8,19.68,2
2011-10-12,21990,10,24.6,2
2011-10-13,21990,2,3.71,2
2011-10-14,21990,1,2.46,1
2011-10-17,21990,22,38.39,4
2011-10-18,21990,53,69.88,4
2011-10-19,21990,15,19.96,3
2011-10-20,21990,12,15.0,1
2011-10-23,21990,4,5.0,2
2011-10-24,21990,5,12.3,2
2011-10-26,21990,3,3.75,1
2011-10-27,21990,48,60.0,2
2011-10-30,21990,14,17.5,2
2011-10-31,21990,15,35.69,3
2011-11-01,21990,15,18.75,2
2011-11-02,21990,7,13.59,3
2011-11-03,21990,7,14.8,2
2011-11-04,21990,13,16.25,2
2011-11-07,21990,17,21.25,2
2011-11-08,21990,14,19.92,3
2011-11-09,21990,2,4.92,1
2011-11-10,21990,18,28.55,3
2011-11-11,21990,20,35.89,4
2011-11-13,21990,9,11.25,2
2011-11-14,21990,32,64.2,3
2011-11-15,21990,9,17.3,2
2011-11-16,21990,8,11.21,5
2011-11-17,21990,4,8.629999999999999,2
2011-11-18,21990,18,29.759999999999998,2
2011-11-20,21990,34,42.5,6
2011-11-21,21990,3,7.38,1
2011-11-22,21990,16,24.84,3
2011-11-23,21990,20,39.519999999999996,4
2011-11-24,21990,6,14.76,2
2011-11-25,21990,13,22.3,5
2011-11-27,21990,7,8.75,2
2011-11-28,21990,30,56.86,6
2011-11-29,21990,13,17.46,2
2011-11-30,21990,7,14.8,2
2011-12-01,21990,5,12.3,1
2011-12-02,21990,4,9.84,1
2011-12-04,21990,2,2.5,2
2011-12-05,21990,41,81.5,7
2011-12-06,21990,8,17.259999999999998,2
2011-12-07,21990,4,5.0,2
2011-12-08,21990,22,54.12,3
2011-12-09,21990,9,20.93,2
2010-12-01,21991,3,7.529999999999999,2
2010-12-03,21991,4,10.48,2
2010-12-06,21991,3,7.529999999999999,1
2010-12-07,21991,2,5.02,2
2010-12-08,21991,3,7.97,2
2010-12-10,21991,2,5.02,1
2010-12-13,21991,2,5.02,2
2010-12-17,21991,4,10.04,3
2010-12-20,21991,1,2.51,1
2011-01-04,21991,3,7.529999999999999,1
2011-01-05,21991,2,5.02,2
2011-01-07,21991,9,25.23,3
2011-01-10,21991,3,7.529999999999999,1
2011-01-11,21991,2,5.02,1
2011-01-12,21991,2,5.02,1
2011-01-13,21991,2,4.92,2
2011-01-14,21991,1,2.46,1
2011-01-17,21991,4,9.84,3
2011-01-18,21991,1,2.46,1
2011-01-19,21991,1,2.46,1
2011-01-20,21991,4,9.84,2
2011-01-21,21991,1,2.46,1
2011-01-24,21991,10,24.6,1
2011-01-31,21991,1,2.46,1
2011-02-01,21991,1,2.46,1
2011-02-23,21991,2,4.92,1
2011-02-24,21991,1,2.46,1
2011-02-28,21991,2,4.92,1
2011-03-03,21991,3,7.38,2
2011-03-10,21991,1,2.46,1
2011-03-17,21991,3,7.38,2
2011-03-20,21991,1,2.46,1
2011-03-22,21991,2,4.92,1
2011-03-27,21991,1,2.95,1
2011-03-28,21991,2,4.92,2
2011-03-29,21991,1,2.46,1
2011-04-06,21991,1,2.46,1
2011-04-08,21991,1,2.46,1
2011-04-19,21991,1,2.46,1
2011-04-21,21991,1,2.46,1
2011-04-27,21991,5,14.260000000000002,2
2011-04-28,21991,1,2.46,1
2011-05-01,21991,3,8.850000000000001,1
2011-05-06,21991,3,7.38,2
2011-05-17,21991,2,4.92,1
2011-05-19,21991,2,4.92,1
2011-05-24,21991,8,23.6,2
2011-06-01,21991,1,2.46,1
2011-06-06,21991,12,15.0,1
2011-06-07,21991,2,2.5,1
2011-06-12,21991,12,15.0,1
2011-06-14,21991,2,4.92,1
2011-06-15,21991,1,2.46,1
2011-06-21,21991,13,17.46,2
2011-06-22,21991,12,15.0,1
2011-06-26,21991,1,1.25,1
2011-06-29,21991,12,15.0,1
2011-06-30,21991,1,2.46,1
2011-07-01,21991,2,2.5,1
2011-07-04,21991,5,12.3,2
2011-07-05,21991,1,2.46,1
2011-07-06,21991,1,2.46,1
2011-07-07,21991,14,17.5,2
2011-07-08,21991,1,2.46,1
2011-07-10,21991,1,1.25,1
2011-07-11,21991,1,2.46,1
2011-07-12,21991,1,2.46,1
2011-07-13,21991,1,1.25,1
2011-07-15,21991,1,2.46,1
2011-07-20,21991,1,2.46,1
2011-07-21,21991,12,15.0,1
2011-07-22,21991,1,2.46,1
2011-07-25,21991,13,17.46,2
2011-07-26,21991,12,15.0,1
2011-07-27,21991,12,15.0,1
2011-07-28,21991,13,17.46,2
2011-07-31,21991,2,2.5,1
2011-08-01,21991,1,2.46,1
2011-08-02,21991,12,15.0,1
2011-08-08,21991,12,15.0,1
2011-08-09,21991,13,17.46,2
2011-08-10,21991,1,2.46,1
2011-08-15,21991,12,15.0,1
2011-08-17,21991,17,21.25,3
2011-08-21,21991,16,20.0,3
2011-08-23,21991,1,1.25,1
2011-08-28,21991,1,1.25,1
2011-08-30,21991,5,12.3,4
2011-09-04,21991,3,3.75,2
2011-09-05,21991,2,2.5,1
2011-09-07,21991,2,4.92,2
2011-09-12,21991,12,15.0,1
2011-09-13,21991,1,2.46,1
2011-09-14,21991,1,2.46,1
2011-09-19,21991,1,1.25,1
2011-09-20,21991,6,7.5,2
2011-09-21,21991,2,4.92,2
2011-09-23,21991,6,14.76,1
2011-09-25,21991,11,13.75,3
2011-09-26,21991,2,4.92,1
2011-09-27,21991,3,3.75,1
2011-09-28,21991,4,7.42,2
2011-10-03,21991,3,6.17,3
2011-10-04,21991,1,2.46,1
2011-10-06,21991,2,3.71,2
2011-10-07,21991,1,2.46,1
2011-10-09,21991,1,1.25,1
2011-10-13,21991,5,6.25,3
2011-10-14,21991,1,2.46,1
2011-10-17,21991,17,27.3,2
2011-10-23,21991,5,6.25,2
2011-10-24,21991,3,7.38,1
2011-10-31,21991,5,12.3,2
2011-11-01,21991,1,1.25,1
2011-11-02,21991,2,4.92,1
2011-11-04,21991,2,3.71,2
2011-11-06,21991,2,2.5,1
2011-11-08,21991,13,16.25,2
2011-11-09,21991,2,2.5,1
2011-11-10,21991,6,13.55,2
2011-11-13,21991,22,27.5,3
2011-11-14,21991,5,12.3,1
2011-11-15,21991,2,2.5,2
2011-11-16,21991,5,7.46,3
2011-11-17,21991,12,15.0,1
2011-11-18,21991,12,15.0,1
2011-11-20,21991,3,3.75,2
2011-11-21,21991,1,2.46,1
2011-11-22,21991,4,5.0,2
2011-11-23,21991,6,14.76,1
2011-11-24,21991,1,2.46,1
2011-11-25,21991,1,2.46,1
2011-11-28,21991,11,19.8,2
2011-11-29,21991,1,1.25,1
2011-11-30,21991,12,16.21,5
2011-12-01,21991,2,2.5,1
2011-12-02,21991,12,15.0,1
2011-12-04,21991,1,1.25,1
2011-12-05,21991,7,16.009999999999998,4
2011-12-06,21991,3,4.96,2
2011-12-07,21991,3,3.75,1
2011-12-08,21991,8,19.68,3
2010-12-01,21992,22,56.1,4
2010-12-02,21992,1,2.95,1
2010-12-03,21992,25,65.83,3
2010-12-06,21992,25,62.75,3
2010-12-07,21992,14,38.54,3
2010-12-08,21992,7,18.009999999999998,2
2010-12-09,21992,9,25.99,2
2010-12-10,21992,11,28.049999999999997,3
2010-12-13,21992,11,27.61,2
2010-12-14,21992,1,5.91,1
2010-12-17,21992,26,65.25999999999999,5
2010-12-19,21992,6,17.700000000000003,1
2010-12-20,21992,6,15.059999999999999,2
2010-12-21,21992,1,2.51,1
2010-12-23,21992,6,15.059999999999999,1
2011-01-04,21992,10,25.099999999999998,1
2011-01-05,21992,8,20.08,3
2011-01-06,21992,2,5.02,1
2011-01-07,21992,11,30.25,3
2011-01-10,21992,16,40.16,3
2011-01-11,21992,8,20.08,1
2011-01-12,21992,8,20.08,2
2011-01-13,21992,8,19.68,2
2011-01-14,21992,3,7.38,1
2011-01-17,21992,12,29.520000000000003,3
2011-01-18,21992,4,9.84,2
2011-01-19,21992,12,32.95,3
2011-01-20,21992,15,36.9,2
2011-01-21,21992,5,13.77,3
2011-01-24,21992,15,40.230000000000004,3
2011-01-27,21992,1,2.46,1
2011-01-28,21992,3,7.38,1
2011-01-31,21992,3,10.71,2
2011-02-01,21992,2,4.92,1
2011-02-07,21992,2,4.92,1
2011-02-08,21992,1,2.46,1
2011-02-09,21992,1,2.46,1
2011-02-13,21992,3,8.850000000000001,1
2011-02-14,21992,3,7.38,2
2011-02-15,21992,3,7.38,1
2011-02-16,21992,1,2.46,1
2011-02-18,21992,6,14.76,1
2011-02-22,21992,7,18.200000000000003,2
2011-02-23,21992,2,4.92,1
2011-02-24,21992,5,12.79,2
2011-02-27,21992,1,2.95,1
2011-02-28,21992,6,14.760000000000002,2
2011-03-03,21992,1,2.46,1
2011-03-04,21992,1,2.46,1
2011-03-07,21992,1,2.46,1
2011-03-08,21992,5,12.79,3
2011-03-09,21992,1,2.46,1
2011-03-10,21992,1,2.46,1
2011-03-17,21992,9,22.14,4
2011-03-20,21992,2,4.92,1
2011-03-21,21992,6,17.700000000000003,1
2011-03-22,21992,6,14.76,2
2011-03-23,21992,2,4.92,1
2011-03-25,21992,4,9.84,2
2011-03-27,21992,1,2.95,1
2011-03-28,21992,3,7.38,2
2011-03-29,21992,1,2.46,1
2011-03-30,21992,3,8.850000000000001,1
2011-03-31,21992,1,2.46,1
2011-04-01,21992,6,17.700000000000003,1
2011-04-04,21992,3,7.38,2
2011-04-05,21992,1,2.46,1
2011-04-06,21992,1,2.46,1
2011-04-07,21992,1,2.95,1
2011-04-10,21992,1,2.95,1
2011-04-11,21992,6,17.700000000000003,1
2011-04-13,21992,6,17.700000000000003,1
2011-04-18,21992,11,27.06,6
2011-04-19,21992,3,7.38,2
2011-04-21,21992,2,4.92,1
2011-04-26,21992,3,7.38,2
2011-04-27,21992,4,10.33,3
2011-04-28,21992,1,2.46,1
2011-05-03,21992,2,4.92,1
2011-05-05,21992,4,9.84,2
2011-05-06,21992,4,9.84,1
2011-05-09,21992,1,2.46,1
2011-05-12,21992,3,7.38,1
2011-05-16,21992,1,2.46,1
2011-05-17,21992,4,9.84,1
2011-05-18,21992,1,2.46,1
2011-05-19,21992,2,4.92,1
2011-05-24,21992,9,22.14,1
2011-05-25,21992,3,7.87,2
2011-06-01,21992,5,12.3,4
2011-06-02,21992,1,2.46,1
2011-06-05,21992,1,1.25,1
2011-06-06,21992,12,15.0,1
2011-06-07,21992,21,29.88,5
2011-06-09,21992,1,2.46,1
2011-06-10,21992,3,7.38,1
2011-06-14,21992,5,12.3,2
2011-06-15,21992,21,32.3,4
2011-06-16,21992,14,19.92,2
2011-06-20,21992,27,37.38,4
2011-06-21,21992,16,24.84,2
2011-06-22,21992,4,5.0,1
2011-06-23,21992,3,7.38,2
2011-06-24,21992,1,2.46,1
2011-06-26,21992,1,1.25,1
2011-06-29,21992,6,14.76,1
2011-06-30,21992,33,52.14,2
2011-07-01,21992,1,1.25,1
2011-07-04,21992,7,17.22,3
2011-07-05,21992,8,19.68,2
2011-07-06,21992,16,24.84,3
2011-07-07,21992,18,29.759999999999998,3
2011-07-08,21992,1,2.46,1
2011-07-10,21992,3,3.75,2
2011-07-11,21992,3,7.38,1
2011-07-12,21992,8,19.68,2
2011-07-13,21992,18,26.13,5
2011-07-14,21992,1,2.46,1
2011-07-15,21992,3,7.38,1
2011-07-18,21992,8,17.259999999999998,2
2011-07-19,21992,14,17.5,2
2011-07-20,21992,22,39.6,3
2011-07-21,21992,12,15.0,1
2011-07-22,21992,26,34.92,3
2011-07-24,21992,12,15.0,1
2011-07-25,21992,13,17.46,2
2011-07-26,21992,36,45.0,3
2011-07-27,21992,16,24.84,2
2011-07-28,21992,3,7.38,1
2011-07-31,21992,6,7.5,2
2011-08-01,21992,6,11.129999999999999,2
2011-08-02,21992,3,7.38,1
2011-08-03,21992,12,15.0,1
2011-08-04,21992,4,5.0,1
2011-08-08,21992,1,2.46,1
2011-08-09,21992,15,22.38,2
2011-08-10,21992,4,9.84,1
2011-08-12,21992,1,2.46,1
2011-08-15,21992,24,30.0,2
2011-08-17,21992,10,12.5,3
2011-08-21,21992,20,25.0,4
2011-08-23,21992,1,1.25,1
2011-08-24,21992,1,1.25,1
2011-08-25,21992,12,15.0,1
2011-08-28,21992,10,12.5,4
2011-08-30,21992,20,49.199999999999996,9
2011-08-31,21992,6,8.71,2
2011-09-01,21992,12,15.0,1
2011-09-02,21992,4,8.629999999999999,3
2011-09-04,21992,2,2.5,1
2011-09-05,21992,15,19.96,3
2011-09-07,21992,5,12.3,2
2011-09-08,21992,55,69.96,4
2011-09-09,21992,25,32.46,2
2011-09-11,21992,9,11.25,2
2011-09-12,21992,14,19.92,2
2011-09-13,21992,3,4.96,2
2011-09-14,21992,25,32.46,3
2011-09-15,21992,16,24.84,3
2011-09-19,21992,4,5.0,2
2011-09-20,21992,2,2.5,1
2011-09-21,21992,21,37.14,5
2011-09-22,21992,2,4.92,1
2011-09-23,21992,119,243.13,6
2011-09-25,21992,29,36.25,5
2011-09-26,21992,5,12.3,1
2011-09-27,21992,7,8.75,2
2011-09-28,21992,23,36.01,6
2011-09-29,21992,14,19.92,2
2011-09-30,21992,1,2.46,1
2011-10-02,21992,5,6.25,2
2011-10-03,21992,19,43.11,5
2011-10-04,21992,7,13.59,4
2011-10-05,21992,8,13.629999999999999,3
2011-10-06,21992,15,19.96,4
2011-10-07,21992,12,15.0,1
2011-10-09,21992,2,2.5,2
2011-10-10,21992,8,18.47,2
2011-10-11,21992,6,14.76,2
2011-10-12,21992,15,22.38,2
2011-10-13,21992,9,12.46,4
2011-10-14,21992,2,3.71,2
2011-10-17,21992,23,42.06,3
2011-10-18,21992,20,27.42,5
2011-10-19,21992,4,6.21,2
2011-10-20,21992,15,18.75,2
2011-10-21,21992,15,18.75,3
2011-10-23,21992,24,30.0,6
2011-10-24,21992,15,36.9,4
2011-10-27,21992,17,21.25,2
2011-10-30,21992,5,6.25,3
2011-10-31,21992,21,50.45,3
2011-11-01,21992,17,21.25,3
2011-11-02,21992,15,21.17,4
2011-11-03,21992,6,11.129999999999999,3
2011-11-04,21992,1,2.46,1
2011-11-06,21992,8,10.0,3
2011-11-07,21992,24,30.0,5
2011-11-08,21992,40,52.42,7
2011-11-09,21992,4,7.42,2
2011-11-10,21992,9,20.93,2
2011-11-11,21992,13,18.67,3
2011-11-13,21992,6,7.5,3
2011-11-14,21992,9,18.509999999999998,2
2011-11-15,21992,1,1.25,1
2010-12-01,21993,10,25.099999999999998,2
2010-12-02,21993,2,5.9,2
2010-12-03,21993,9,25.230000000000004,2
